0	1	7939314936098008075	21244042	2687	3	3	8238898	10416	36188	15275	302674
0	1	12761937145908516575	21220375	2636	2	2	8918831	11870	10060	15502	302674
0	2	14531867648059391627	3834142	27485	2	1	2	8	28	74	302674
0	2	15145480155589094740	20889026	23807	2	2	2	11	5	11	302674
0	1	12951951759826553515	20929318	35006	2	1	3531238	108091	430563	351337	302674
0	1	12761937145908516575	21220375	2636	2	1	12057340	11870	10060	15502	302674
0	2	12951951759826553515	20929318	35006	2	1	3531238	108091	308909	255611	302674
0	1	12057878999086460853	20180590	27961	1	1	18529046	201852	543023	498809	302674
0	1	12057878999086460853	20192990	27961	2	2	6	4	39	55	302674
0	1	12057878999086460853	20174560	27961	2	2	12057339	18624	74118	67989	302674
0	1	7903914528320191889	21162250	1325	2	2	9351536	937	3413	5794	302674
0	1	12951951759826553515	20929318	35006	2	1	2269290	23029	86273	80010	302674
0	1	2144965540229354423	2859665	3804	2	1	3531238	295632	593678	484358	302674
0	1	17287833144786116080	21131802	4873	2	2	3789149	19369	18680	11562	302674
0	1	12951951759826553515	20929318	35006	3	1	7110409	23029	86273	80010	302674
0	1	17393237724058032272	4611296	23389	2	1	27112	335	40859	37647	302674
0	1	3614571143619402389	10797621	28390	3	3	7110409	3405	16124	6043	302674
0	1	4969291200346086563	1730208	3383	2	2	303111	11444	25211	27465	302674
0	1	4931992569523728372	4415968	23775	2	2	27112	335	127691	34151	302674
0	1	3614571143619402389	10797621	28390	2	1	12808208	3405	16124	6043	302674
0	1	12089732170889036320	20647806	4218	2	2	12808208	147291	1075	1576	302674
0	1	14795518514499431099	3116881	25607	1	1	20776763	937	4615	7761	302674
0	1	3614571143619402389	10797621	28390	2	2	4942648	1413	168811	6043	302674
0	1	12089732170889036320	20647806	4218	2	1	3789149	147291	1075	1576	302674
0	1	14795518514499431099	3116881	25607	2	1	9351536	937	4615	7761	302674
0	1	3614571143619402389	10797621	28390	2	2	2269280	3405	16124	6043	302674
1	1	12089732170889036320	20647806	4218	3	1	8238898	34664	1075	1576	302674
0	1	16545034162276447679	20929598	35009	3	2	7110409	30429	96089	34300	302674
0	1	16545034162276447679	20929598	35009	2	2	2269290	30429	106637	93261	302674
0	1	14325756895182429243	5937074	24161	2	1	8918831	593645	230	350	302674
0	1	12951951759826553515	20929318	35006	2	1	4942648	374541	1667101	1316787	302674
0	1	12951951759826553515	20929318	35006	2	1	2269290	23029	90595	83443	302674
0	1	5410547229158580989	6453414	24173	2	2	12057340	11870	77	102	302674
0	1	5582291753596430453	9025397	4934	2	1	303111	94793	1055	113535	302674
0	1	5120683440510467664	8676734	1268	2	2	9326321	5072	4780	13	16859271
0	1	4021397187468132614	21329796	36590	2	1	9326321	2118	1071425	11957	16859271
0	5	6715049002232655961	3065545	23783	1	1	3824	504	339	168	6229593
0	1	6715049002232655961	3065545	23783	1	1	1060	60	54	78	6229593
0	1	18040112485405760145	20908196	35088	2	2	0	0	43	50	16859277
0	1	10349468651765658911	21522776	37422	2	1	0	0	25	4	16859277
0	1	14340390157469404125	9027437	23808	1	1	24	19	20	20	3513752
0	1	12057878999086460853	20192676	27961	1	1	636	818	1504	4137	3513752
0	1	14453374132597488238	21895758	11523	2	2	4325	583	414403	48764	3513752
0	1	10821212584561114220	20704649	382	2	1	4325	45482	389167	518339	3513752
0	1	12057878999086460853	20180690	27961	1	1	5827	4097	17356	21183	3513752
0	1	12057878999086460853	20192676	27961	1	1	3968	818	1244	1616	3513752
0	2	9517104270512932175	20187835	6240	2	1	30916	583	974	1181	3513752
0	2	15371104936403848458	20569762	11676	2	2	30916	583	15535	15759	3513752
0	1	13090221289647714786	20174985	23795	1	1	14681573	79	3	7	23893448
0	1	10229764868502154532	20920982	35006	1	1	82817	154004	588735	476365	23893449
0	1	7703279069701542953	21299640	4983	1	1	14	26	38	51	23893452
0	1	13623523963968023529	4223073	17175	2	1	1223884	1388	41230	39603	1676624
0	1	1837977472623122413	20077815	2291	2	1	63272	52482	141334	121963	1676624
0	1	4192533441706127805	20148697	2533	2	1	3008771	11902	32516	3218	1676624
0	1	390610140103065026	3497297	7654	1	1	23574255	5651	3521	7756	1676624
0	1	12057878999086460853	20170439	27961	2	1	3008771	11902	106166	104290	1676624
0	1	1053683433578625187	20363609	1340	2	2	1223884	1388	33	211653	1676624
0	1	1837977472623122413	20077529	2291	2	1	2036548	600087	1752816	1637451	1676624
0	1	4985758708246571710	4394256	12331	2	1	60446	3951	10447	13062	1676624
0	1	14340390157469404125	3109508	23777	2	2	3008771	11902	60926	54877	1676624
0	1	14340390157469404125	3061873	23777	2	2	60446	90713	225270	189099	1676624
0	1	8134264174510892884	2171680	1268	2	2	3008771	67849	143170	10603	1676624
0	1	4298118681424644510	7564624	385	2	2	63272	52482	182540	128160	1676624
0	1	17363854844105063905	20017083	23798	2	2	2036548	159	157	233	1676624
0	1	4969291200346086563	1673335	3383	1	1	10014	17189	11478	320453	1676624
0	1	8395613135368877613	7832005	25334	3	1	8006353	6658	129634	243931	11173542
0	1	10772309288448578826	20710331	34202	3	2	8006353	6658	141362	64582	11173542
0	1	5971458490942240054	4395802	21971	3	3	8006353	6658	128665	26483	11173542
0	1	12057878999086460853	20171612	27961	2	1	33527	32567	153761	148733	11173545
0	1	15573192511702134932	21090568	35332	2	2	33527	32567	335196	344576	11173545
0	1	12057878999086460853	20171348	27961	1	1	1321919	340723	823987	735866	11173545
0	1	12008802452575791123	22158484	38640	2	2	27	410	420	552	16859294
0	1	7198279291351420150	21939543	38115	2	1	27	91	233	309	16859294
0	1	12057878999086460853	20174711	27961	1	1	24315	50879	136448	129198	23893461
0	1	7903914528320191889	21162417	1325	2	1	7475	35522	74063	75828	16859304
0	1	5452482342025382081	21163455	35810	2	2	7475	689	6458	502	16859304
0	1	14340390157469404125	3126697	23777	1	1	7	5	47	57	23893484
0	1	10349468651765658911	21522776	37422	2	1	0	0	26	28	16859330
0	1	15785112999276740221	20908196	35088	2	2	0	0	2	5	16859330
0	1	11320417234806137684	20389616	854	1	1	78623	6511	22156	24098	23893506
0	1	11385218469928891183	2133426	5866	1	1	26074321	4939	10983	17029	23893512
0	2	8994557070508579623	20030151	23799	2	2	4	7	15	19	6229604
0	1	11315908569713166924	20311330	18070	1	1	784443	140	276	385	6229604
0	1	2434756320065278633	21173831	29273	2	1	4	7	98	69	6229604
0	1	12057878999086460853	20192676	27961	1	1	11231	7659	9839	99	6229604
0	1	2434756320065278633	21173831	29273	2	1	4	7	169	69	6229604
0	1	13382199721756363357	21314327	7626	2	2	639828	7019	8091	8245	11173572
0	1	17530530593455375018	4318622	13976	2	1	639828	26360	29619	2503	11173572
0	1	6601746059193693584	1766343	14428	1	1	26092108	2256	1422	239	11173572
1	2	5269037234149068494	4419879	28309	2	1	9794194	925	10394	10413	2639404
0	1	2502663198211071940	4219071	6716	2	1	31126	13079	10778	12951	2639404
0	1	2502663198211071940	4219071	6716	1	1	31126	13079	10778	42199	2639404
0	1	5468727571223080485	20001399	1381	2	2	3282	650	3757	4176	2639404
0	1	2502663198211071940	4219071	6716	1	1	31126	13079	10778	12951	2639404
0	1	2502663198211071940	4219071	6716	2	1	31126	13079	10778	42199	2639404
1	1	9685311741858012655	4063077	1969	2	1	3282	925	5429	5932	2639404
0	1	2692859619851282505	4350631	2051	2	2	31126	4202	7766	81	2639404
1	2	3516889565727587308	2580591	1267	2	2	9794194	1415	1038844	828457	2639404
0	1	4546364986655863172	21342606	5883	2	2	31126	10154	112931	12988	2639404
0	1	14756578758696272233	20718151	3625	2	1	2387	5528	8800	9763	7935423
0	1	2434756320065278633	20119772	29273	2	2	10594	106	481	636	7935423
0	1	10577853563526506822	1348785	150	2	2	2387	87	1114	10082	7935423
0	1	17171684670985842010	10588312	20551	2	1	10594	12	3889	8674	7935423
0	1	3011959141886622377	21400734	36898	3	1	625	835	15113	87	11173582
1	1	4006403344526142174	21362204	36760	3	2	625	835	19195	565	11173582
0	1	11945298859485910465	21098760	35463	3	3	625	835	34364	192	11173582
0	1	6399024617856669155	21299603	36491	3	3	706	113	2563	282	11173584
0	1	12057878999086460853	20157075	27961	3	1	706	7361	14875	6027	11173584
0	1	8419084820412709335	7409146	16631	3	2	706	113	6653	4292	11173584
0	1	8813902859733762221	20886690	34840	1	1	1176	206	552	822	23893557
0	1	11029660940276564672	3834142	27485	2	2	2	8	28	209	11173588
0	1	14531867648059391627	3834142	27485	1	1	2	8	97	59	11173588
0	1	14340390157469404125	21360098	23777	2	1	2	8	416	473	11173588
0	1	16429793104686512602	20877463	34898	1	1	95643	132699	376733	38752	23893561
0	1	8134264174510892884	10593100	1268	1	1	37747	2582	1682	2	2075611
0	1	9751072248584610585	10939146	29713	2	2	5525	254	210	311	2075611
0	1	14340390157469404125	6434934	23777	2	1	5525	14	10	17	2075611
0	1	12057878999086460853	20118065	27961	1	1	1253412	272	2514	3412	2075611
0	1	1052718314355693125	4240887	14577	1	1	449435	22388	44661	40971	2075611
0	1	14691611577512989804	21470238	5079	1	1	214053	170740	1085	613558	2075611
0	1	5308285339368021473	2882248	23778	1	1	3833	593	216	320	2075611
0	1	135461146440808496	20163962	22809	2	1	17062	4000	50882	1300	2075611
0	1	6263749423537724136	21520523	36720	2	2	17062	441	686	409	2075611
0	1	15859147741877860912	20104703	28368	1	1	16	228	75429	67165	23893589
0	1	14340390157469404125	6434934	23777	1	1	151697	14	10	17	16859425
0	1	14340390157469404125	6434934	23777	1	1	34414	14	10	17	16859425
0	1	7516615808033798953	4221288	23406	3	1	3180157	2533	17384	10408	934896
0	1	995794633641768123	2709414	25062	3	3	7528239	8408	1090	1297	934896
0	2	3078401971931827249	20208157	30877	3	3	3180157	8408	55378	8293	934896
0	1	12057878999086460853	20163505	27961	1	1	1501493	76	90	142	934896
0	1	9881207773436751085	4332980	23778	3	2	10	85	13	21	934896
0	1	14779372599199648745	20974479	2494	3	3	2496	864	119655	1859	934896
0	1	7516615808033798953	4232274	23406	3	1	7528239	8408	23013	17726	934896
0	1	4605529115599763613	20970059	6017	3	2	7528239	96299	138235	210013	934896
0	1	7516615808033798953	4221288	23406	3	2	3180157	2533	17384	10408	934896
0	1	995794633641768123	2709414	25062	3	2	3180157	2533	1090	1297	934896
1	1	7516615808033798953	4063070	23406	3	1	7539933	1340	10832	4439	934896
0	1	4995756563110717024	4425149	11162	3	3	7539933	1340	5623	5918	934896
0	1	12234056809710540972	21787000	37359	3	3	10	4	67	84	934896
1	1	995794633641768123	2709414	25062	3	1	3180157	2533	1090	1297	934896
0	1	4305310538369966716	9284082	3383	3	2	2496	864	8012	8161	934896
0	1	16869216417493330903	22094568	38300	3	1	10	11	721	927	934896
1	1	995794633641768123	2709414	25062	3	2	7539933	1340	1090	1297	934896
1	1	15418245407175636994	21410806	34605	3	1	2496	864	6207	6554	934896
0	1	16890735073433989208	22131352	38648	3	1	8	15	1700	1962	934896
0	1	2998630147068071918	20687332	8635	3	2	8	143	86087	76329	934896
0	1	9581735255994331985	8620771	4906	3	3	8	1874	112	1655	934896
0	1	15785112999276740221	20908196	35088	2	2	0	0	2	5	3513766
0	1	10349468651765658911	21522776	37422	2	1	0	0	26	28	3513766
0	1	10349468651765658911	21522776	37422	3	1	0	0	25	4	3513766
0	3	15785112999276740221	20908196	35088	3	2	0	0	2	5	3513766
0	1	10349468651765658911	21522776	37422	3	1	0	0	26	28	3513766
0	1	10349468651765658911	21522776	37422	3	1	0	0	12	4	3513766
0	2	12057878999086460853	20157587	27961	3	3	0	0	7	14	3513766
0	1	12057878999086460853	20157587	27961	3	3	0	0	49	60	3513766
0	1	14340390157469404125	3208275	23777	1	1	21490644	20565	30871	28882	1521301
0	1	487670206717395084	20590436	24027	2	2	12572697	50	377	622	1521301
0	1	4298118681424644510	7135094	385	2	1	2028245	453586	1058605	801240	1521301
0	1	12057878999086460853	20180671	27961	1	1	11331348	68953	116963	114385	1521301
0	1	14340390157469404125	3208275	23777	2	2	2028245	20565	30871	28882	1521301
0	1	4298118681424644510	7136108	385	1	1	21490645	851692	2408502	1705679	1521301
0	1	12057878999086460853	20180671	27961	1	1	11335314	68953	116963	114385	1521301
0	1	12057878999086460853	20180671	27961	1	1	19846018	68953	257872	242439	1521301
1	1	12057878999086460853	20180674	27961	2	1	12572697	139600	324478	268042	1521301
0	1	12057878999086460853	20180671	27961	1	1	11324485	68953	116963	114385	1521301
0	1	12057878999086460853	20180671	27961	1	1	11331348	68953	257872	242439	1521301
